,pro,con
24999,,no cons
25000,,all pros
25001,,here
25002,,none
25003,,this
25004,,
25005,,me
25006,,
25007,,very standard companies
25008,,most
25009,,the experience
25010,,apple
25011,,people
25012,,they
25013,,me
25014,,some
25015,,the brightest people
25016,,
25017,,the holidays
25018,,bad thing
25019,,nothing
25020,,
25021,,now
25022,,commission
25023,,customers
25024,,you
25025,,you
25026,,it
25027,,big company
25028,,it
25029,,the mix
25030,,limited growth opportunities
25031,,stressful competition
25032,,peers
25033,,scheduling
25034,,older folks
25035,,rough time
25036,,the scheduling change
25037,,every three months
25038,,the schedules
25039,,bidding
25040,,the one
25041,,you
25042,,you
25043,,oh
25044,,the next one
25045,,retail hours
25046,,any retail store
25047,,any cons
25048,,many pros
25049,,customers
25050,,lot
25051,,you
25052,,retail
25053,,environment
25054,,career opportunities
25055,,store employees
25056,,the pay
25057,,it
25058,,store employees
25059,,they
25060,,some awesome benefits
25061,,
25062,,any
25063,,there
25064,,dont
25065,,cliques
25066,,areas
25067,,stores
25068,,nothing
25069,,all
25070,,it
25071,,selective
25072,,
25073,,they
25074,,people
25075,,them
25076,,success
25077,,the future
25078,,harder
25079,,other jobs
25080,,higher position
25081,,the
25082,,you
25083,,apple
25084,,
25085,,retail environment
25086,,apple
25087,,
25088,,small teams
25089,,lot
25090,,work
25091,,there
25092,,no support
25093,,you
25094,,part
25095,,the apps
25096,,no insight
25097,,upper management
25098,,teams
25099,,lot
25100,,diversity
25101,,women
25102,,upper management positions
25103,,very political
25104,,this company
25105,,family
25106,,the only con
25107,,some people
25108,,it
25109,,that kind
25110,,company
25111,,use
25112,,ambiguity
25113,,the same page
25114,,it
25115,,direction
25116,,they
25117,,great game
25118,,personal development
25119,,it
25120,,some
25121,,chaotic
25122,,competitive work culture
25123,,poor
25124,,constant expectations
25125,,late nights
25126,,weekends
25127,,so many hours
25128,,front
25129,,computer
25130,,the health
25131,,path
25132,,advancement
25133,,company
25134,,advisors
25135,,2011
25136,,2013
25137,,
25138,,leadership positions
25139,,2015
25140,,there
25141,,many senior advisors
25142,,there
25143,,enough opportunities
25144,,pay
25145,,bit edgey
25146,,times
25147,,cold
25148,,the flu
25149,,apple
25150,,you
25151,,behavior health
25152,,just physical
25153,,you
25154,,campus
25155,,it
25156,,it
25157,,the worst insurance
25158,,17 percent
25159,,the
25160,,weeks
25161,,help
25162,,the same terrible doctor
25163,,over four years
25164,,he
25165,,the only practice
25166,,50 miles
25167,,me
25168,,uhc
25169,,even then
25170,,
25171,,
25172,,empathy
25173,,the best company
25174,,the world
25175,,the best insurance provider
25176,,the world
25177,,the one
25178,,the most
25179,,money
25180,,45 minutes
25181,,nyc
25182,,
25183,,option
25184,,psychiatrist
25185,,network
25186,,option
25187,,healthcare providers
25188,,uhc
25189,,it
25190,,
25191,,apple
25192,,they
25193,,us
25194,,it
25195,,any
25196,,the bush beauracracy pay
25197,,potential
25198,,it
25199,,
25200,,work life balance
25201,,stressful environment
25202,,the customers
25203,,apple
25204,,entitlement
25205,,an awful rating system
25206,,it
25207,,it
25208,,non stop
25209,,all the time
25210,,little
25211,,people
25212,,no clear job progression
25213,,not
25214,,many cons
25215,,cool place
25216,,you
25217,,retail
25218,,you
25219,,life
25220,,friends
25221,,work
25222,,the philosophy
25223,,apple
25224,,practice
25225,,the business
25226,,this
25227,,they
25228,,business
25229,,money
25230,,they
25231,,internal customers
25232,,employees
25233,,the short end
25234,,the stick
25235,,you
25236,,time
25237,,you
25238,,it
25239,,it
25240,,months
25241,,advance
25242,,that
25243,,they
25244,,the right thing
25245,,they
25246,,it
25247,,advance
25248,,lot
25249,,experience
25250,,not much meaningful growth
25251,,tedious bureaucracy
25252,,frustrating shift times
25253,,retail sales
25254,,hours
25255,,most employees
25256,,no cons
25257,,school
25258,,those
25259,,no room
25260,,no room
25261,,there
25262,,many conflicting priorities
25263,,pay
25264,,most other retailers
25265,,you
25266,,the more work
25267,,you
25268,,some managers
25269,,best buy
25270,,them
25271,,they
25272,,strategies
25273,,other stores
25274,,they
25275,,schedule
25276,,
25277,,you
25278,,sales
25279,,it
25280,,there
25281,,managers
25282,,the floor
25283,,balance
25284,,hours
25285,,the organization
25286,,some managers
25287,,the productivity
25288,,the team
25289,,whole
25290,,not many
25291,,them
25292,,traffic
25293,,one
25294,,certain perks
25295,,contractors
25296,,contractors
25297,,it
25298,,great
25299,,opportunity
25300,,you
25301,,the madness
25302,,it
25303,,high stress role
25304,,there
25305,,something
25306,,evening calls
25307,,limited opportunity
25308,,growth
25309,,non retail
25310,,there
25311,,none
25312,,
25313,,high expectations
25314,,fast paced environment
25315,,the constant change
25316,,managers
25317,,it
25318,,path
25319,,self growth
25320,,growth
25321,,retail
25322,,retail life work balance
25323,,lot
25324,,growth potential
25325,,yourself
25326,,company
25327,,hours
25328,,micro managers
25329,,they
25330,,theirs
25331,,part time
25332,,much
25333,,social life
25334,,tim cook
25335,,employees
25336,,nothing
25337,,nothing nothing nothing nothing
25338,,metrics
25339,,performance
25340,,hours
25341,,metrics
25342,,employees
25343,,cliques
25344,,none
25345,,so good
25346,,advance
25347,,management
25348,,no room
25349,,advancement
25350,,company
25351,,you
25352,,california
25353,,the company
25354,,no clear
25355,,goals
25356,,objectives
25357,,they
25358,,the whim
25359,,turn
25360,,stelar performance
25361,,customers
25362,,
25363,,the position
25364,,
25365,,manager
25366,,
25367,,the support
25368,,
25369,,
25370,,political campaign
25371,,position
25372,,
25373,,the right
25374,,the job
25375,,there
25376,,clear bias
25377,,that position
25378,,women
25379,,they
25380,,they
25381,,you
25382,,the right person
25383,,the job
25384,,race
25385,,gender
25386,,they
25387,,great place
25388,,just another retail hell
25389,,any other outlet
25390,,that mall
25391,,times
25392,,job
25393,,part time employees
25394,,the negative stuff
25395,,retail
25396,,workload
25397,,tight deadlines
25398,,months
25399,,time
25400,,management
25401,,it
25402,,vacation
25403,,resources
25404,,you
25405,,human resources
25406,,hardware
25407,,software tools
25408,,slackers
25409,,apple
25410,,not lot
25411,,room
25412,,advancement
25413,,you
25414,,family time
25415,,weekend
25416,,you
25417,,significant raise
25418,,
25419,,mangers
25420,,quarterly bonuses
25421,,sales goals
25422,,rest
25423,,staff
25424,,it
25425,,staff
25426,,sales goals
25427,,pay
25428,,advancement
25429,,the bathroom
25430,,manager
25431,,control
25432,,you
25433,,standard
25434,,metrics
25435,,reality
25436,,the company
25437,,apple
25438,,the greatest thing
25439,,earth
25440,,many
25441,,the managers
25442,,leaders
25443,,puppets
25444,,it
25445,,requirement
25446,,weekend day
25447,,advisor
25448,,company holidays
25449,,they
25450,,extra
25451,,hours
25452,,anyone
25453,,metrics
25454,,time
25455,,supervisor duties
25456,,movement
25457,,the customers
25458,,management
25459,,work
25460,,life
25461,,balance
25462,,an
25463,,archaic
25464,,not
25465,,here mentality
25466,,managers
25467,,engineering approaches
25468,,some
25469,,the supervisors
25470,,apple
25471,,apple retail
25472,,two different things
25473,,any sense
25474,,everything
25475,,revolving
25476,,apple
25477,,it
25478,,the masses
25479,,people
25480,,
25481,,it
25482,,certain conversations
25483,,difficult clients
25484,,every situation
25485,,frustration
25486,,sometimes it
25487,,supplies
25488,,appointments
25489,,management
25490,,customer service
25491,,lot
25492,,it
25493,,it
25494,,retail
25495,,hours
25496,,also management
25497,,little
25498,,mall
25499,,holidays
25500,,there
25501,,no work
25502,,advancement
25503,,the company
25504,,the light
25505,,day
25506,,you
25507,,all
25508,,leadership
25509,,some
25510,,ways
25511,,team experience
25512,,strong opinions
25513,,them
25514,,it
25515,,you
25516,,them
25517,,it
25518,,you
25519,,expectations
25520,,the best compensation increases
25521,,bonuses
25522,,promotions
25523,,peers
25524,,you
25525,,it
25526,,expectations
25527,,advance
25528,,you
25529,,family time
25530,,group
25531,,most employees
25532,,fairly regular hours
25533,,you
25534,,home
25535,,you
25536,,retail job
25537,,day
25538,,day
25539,,the same
25540,,lots
25541,,turn
25542,,big discrepancy
25543,,salaries
25544,,people
25545,,the same position
25546,,you
25547,,you
25548,,machine
25549,,middle management
25550,,lack
25551,,time
25552,,excessive responsibility
25553,,dris
25554,,executive kickback
25555,,rude people
25556,,the short
25557,,no
25558,,balance
25559,,limited resources
25560,,software
25561,,issues
25562,,the directions
25563,,the stores
25564,,the corporate level
25565,,home
25566,,lonely im
25567,,it
25568,,campus
25569,,there
25570,,limitations
25571,,it
25572,,this role
25573,,the social aspect
25574,,practices
25575,,senior advisers
25576,,hectic
25577,,the store
25578,,they
25579,,it
25580,,it
25581,,huge hassle
25582,,you
25583,,new babysitters
25584,,new schedules
25585,,every couple
25586,,months
25587,,you
25588,,one routine
25589,,you
25590,,it
25591,,apple
25592,,all
25593,,they
25594,,this practice
25595,,set shifts
25596,,the rest
25597,,the world
25598,,apple
25599,,so depending
25600,,the product
25601,,feeling
25602,,the kitchen
25603,,the retail side
25604,,the corporate level
25605,,frequent manager turnover
25606,,tenure
25607,,limited room
25608,,promotion
25609,,brown nosing
25610,,metrics
25611,,sense
25612,,the position
25613,,no consequences
25614,,the same mistakes
25615,,the secrecy
25616,,product management
25617,,all the way
25618,,the company
25619,,management
25620,,any processes
25621,,team meetings
25622,,critical information
25623,,there
25624,,ambiguity
25625,,tech
25626,,this culture
25627,,most
25628,,
25629,,
25630,,the correct resource
25631,,
25632,,access data
25633,,
25634,,no support
25635,,this
25636,,the secrecy
25637,,product management
25638,,all the way
25639,,the company
25640,,management
25641,,any processes
25642,,team meetings
25643,,critical information
25644,,there
25645,,ambiguity
25646,,tech
25647,,this culture
25648,,most
25649,,
25650,,
25651,,the correct resource
25652,,
25653,,access data
25654,,
25655,,no support
25656,,this
25657,,nothing
25658,,the moment
25659,,too much
25660,,diversity
25661,,token only
25662,,leadership
