,pro,con
18919,,diversity
18920,,process
18921,,awesome candidates
18922,,this
18923,,traffic
18924,,long hours
18925,,result
18926,,weak planning skills
18927,,management
18928,,lot
18929,,excess rework
18930,,none
18931,,
18932,,thing
18933,,you
18934,,an impact
18935,,you
18936,,heads
18937,,others
18938,,agendas
18939,,you
18940,,yourself
18941,,the bad end
18942,,reorg
18943,,you
18944,,better benefits
18945,,competitors
18946,,transformation
18947,,top
18948,,silos
18949,,real innovation
18950,,budget
18951,,little
18952,,above average
18953,,it
18954,,
18955,,the windows group
18956,,the following
18957,,that caveat
18958,,smaller
18959,,scrappy companies
18960,,too many pms
18961,,value
18962,,lot
18963,,just scrape
18964,,the minimum
18965,,it
18966,,toes
18967,,you
18968,,an impact
18969,,it
18970,,others
18971,,the same salary
18972,,the pm group
18973,,accountability
18974,,something
18975,,kpis
18976,,product ships
18977,,any mishaps
18978,,benefits
18979,,free lunches
18980,,booze
18981,,good coffee
18982,,it
18983,,the company
18984,,the culture
18985,,microsoft
18986,,this regard
18987,,microsoft
18988,,success
18989,,an individual contributor
18990,,the skills
18991,,successful manager
18992,,change
18993,,the
18994,,microsoft store
18995,,customer centricity
18996,,less
18997,,politics
18998,,the latter
18999,,the way
19000,,true growth
19001,,less
19002,,cash
19003,,the facebook
19004,,speedbumps
19005,,important projects
19006,,no real
19007,,sales commission plan
19008,,it
19009,,an annual bonus plan
19010,,degree
19011,,subjectivity
19012,,also
19013,,inflexible
19014,,you
19015,,something
19016,,you
19017,,spending lots
19018,,time
19019,,marketing
19020,,enterprise business solutions
19021,,collateral
19022,,corporate banalities
19023,,little value
19024,,licensing
19025,,much time
19026,,customer satisfaction issues
19027,,microsoft
19028,,
19029,,salespeople
19030,,they
19031,,them
19032,,hence
19033,,the comp plan
19034,,you
19035,,ok money
19036,,the caps
19037,,microsoft
19038,,promotion
19039,,you
19040,,lousy treatment
19041,,people
19042,,constant
19043,,skype
19044,,business
19045,,senior managers
19046,,exec leadership
19047,,ivory tower syndrome
19048,,one
19049,,resource
19050,,projects
19051,,utilization target
19052,,40
19053,,actual hours
19054,,travel
19055,,client sites
19056,,60
19057,,upper management
19058,,lower level employees
19059,,lot
19060,,resource sharing
19061,,product groups
19062,,it
19063,,the wheel
19064,,the projects
19065,,production
19066,,roi
19067,,high turnover
19068,,high
19069,,favor
19070,,ongoing performance
19071,,time
19072,,better long term goals
19073,,really shady environment
19074,,popularity
19075,,growth
19076,,you
19077,,the managers
19078,,you
19079,,they
19080,,dog
19081,,dog culture
19082,,the old archaic review system
19083,,this
19084,,long time
19085,,the organization
19086,,it
19087,,there
19088,,many groups
19089,,poor efficiency
19090,,employees
19091,,gaming
19092,,the system
19093,,the frequent moves
19094,,new teams
19095,,lackluster productivity
19096,,time
19097,,developing
19098,,windows
19099,,bit
19100,,learning curve
19101,,unix background
19102,,any significant cons
19103,,the company
19104,,the new management
19105,,more money
19106,,more problems
19107,,the corporate environment
19108,,bit
19109,,interesting projects
19110,,all teams
19111,,services model
19112,,core engineers
19113,,you
19114,,this company
19115,,you
19116,,performance model
19117,,avg
19118,,employee
19119,,true
19120,,peanuts
19121,,perks
19122,,some groups
19123,,others
19124,,the manager
19125,,you
19126,,managers
19127,,personal time
19128,,team members
19129,,no formal training
19130,,touchy feely
19131,,times egoland
19132,,home wish
19133,,it
19134,,developing
19135,,windows
19136,,bit
19137,,learning curve
19138,,unix background
19139,,stock option
19140,,other 1st tier software companies
19141,,process
19142,,policies
19143,,lack
19144,,empowerment
19145,,too process
19146,,times
19147,,some groups
19148,,the
19149,,segmented
19150,,silo
19151,,lot
19152,,layers
19153,,the company
19154,,you
19155,,career opportunities
19156,,ability
19157,,teams
19158,,it
19159,,lot
19160,,effort
19161,,reorgs
19162,,work life balance
19163,,expectations
19164,,weekends
19165,,recent years
19166,,an
19167,,100
19168,,hr
19169,,the wave
19170,,layoffs
19171,,
19172,,part
19173,,us
19174,,
19175,,others
19176,,bad review
19177,,the
19178,,we
19179,,everyone
19180,,we
19181,,
19182,,
19183,,an alternative internal position
19184,,the hiring manager
19185,,me
19186,,
19187,,different type
19188,,role
19189,,bottom line
19190,,you
19191,,you
19192,,risk
19193,,large
19194,,execs
19195,,poor leaders
19196,,overburdened
19197,,political correctness
19198,,bureaucracy
19199,,time zone
19200,,time zone
19201,,lot
19202,,no issues
19203,,job
19204,,great work
19205,,
19206,,any cons
19207,,the current role
19208,,
19209,,times
19210,,an important thing
19211,,me
19212,,decisions
19213,,there
19214,,anything microsoft
19215,,large organization
19216,,things
19217,,many groups
19218,,them
19219,,not all teams
19220,,some
19221,,no cons
19222,,potential
19223,,non redmond employees
19224,,limited work
19225,,home opportunities
19226,,tops
19227,,management
19228,,politics
19229,,huge factor
19230,,poor compensation
19231,,no culture
19232,,retention
19233,,no transparency
19234,,the scale
19235,,projects
19236,,any cons
19237,,many meetings
19238,,company
19239,,it
19240,,old microsoft
19241,,microsoft
19242,,it
19243,,politics
19244,,the rise
19245,,priorities
19246,,duplicative efforts
19247,,lack
19248,,coordination
19249,,teams
19250,,loyalty
19251,,people
19252,,loyalty
19253,,the company
19254,,base pay
19255,,
19256,,
19257,,low
19258,,big organization
19259,,you
19260,,scale
19261,,transition
19262,,the cloud
19263,,politics
19264,,uses windows
19265,,laptop
19266,,y y
19267,,open space dev environment
19268,,con
19269,,some folks
19270,,the push
19271,,an era
19272,,digital transformation
19273,,significant investments
19274,,microsoft cloud
19275,,aggressive growth targets
19276,,nothing
19277,,an intern perspective
19278,,bloated process
19279,,people
19280,,problems
19281,,not
19282,,how
19283,,an end customer
19284,,enterprise
19285,,world
19286,,no free food
19287,,employees
19288,,sometimes it
19289,,decision
19290,,you
19291,,most work
19292,,managers
19293,,managers
19294,,home
19295,,you
19296,,layoffs
19297,,elsewhere
19298,,moves
19299,,other rivals
19300,,ms
19301,,architecture
19302,,culture
19303,,ms
19304,,everything
19305,,scratch
19306,,this result
19307,,strong engineer team
19308,,slowness
19309,,company
19310,,witness
19311,,the status
19312,,title
19313,,promo
19314,,microsoft
19315,,no transparency
19316,,the top
19317,,marketing
19318,,
19319,,non transformative product
19320,,pay
19321,,the most competitive
19322,,risk
19323,,adverse culture
19324,,no cons
19325,,this
19326,,great company
19327,,politics
19328,,strict
19329,,old
19330,,flexible
19331,,boring projects
19332,,old guard
19333,,innovation
19334,,lot
19335,,top talent
19336,,the company
19337,,scope
19338,,impact
19339,,size
19340,,organization
19341,,smaller company
19342,,very tenure
19343,,they
19344,,it
19345,,the products
19346,,decision making
19347,,the management level
19348,,uncertainty
19349,,no job guarantee
19350,,apple
19351,,mircosoft
19352,,managers
19353,,good ics
19354,,you
19355,,you
19356,,you
19357,,any rule
19358,,you
19359,,the salaries
19360,,hr personnel
19361,,the company
19362,,they
19363,,heart
19364,,yourself
19365,,many mgmnt layers
19366,,impact results
19367,,mediocrity
19368,,culture
19369,,limited new opportunities
19370,,slow innovation
19371,,bureacracy
19372,,lots
19373,,politics
19374,,the same page
19375,,running
19376,,many meetings
19377,,couple
19378,,hours
19379,,the evening
19380,,white people
19381,,teams
19382,,the company
19383,,long hours
19384,,weekends
19385,,high stress
19386,,sometimes the climate
19387,,certain individual
19388,,retail
19389,,strong divide
19390,,corporate
19391,,field
19392,,us
19393,,vs
19394,,them
19395,,feeling
19396,,it
19397,,careers
19398,,microsoft
19399,,business admin
19400,,no training
19401,,extremely limited direction
19402,,contractor
19403,,you
19404,,it
19405,,the ground
19406,,it
19407,,big company bureaucracy
19408,,visibility
19409,,projects
19410,,other groups
19411,,amazon
19412,,google
19413,,politics
19414,,you
19415,,bullying tactics
19416,,credit
19417,,shift
19418,,all blame
19419,,you
19420,,anything
19421,,
19422,,different positions
19423,,dev
19424,,test
19425,,years
19426,,
19427,,politics
19428,,development
19429,,middle management
19430,,decisions
19431,,work
19432,,they
19433,,politics
19434,,internal warfare
19435,,smartest person
19436,,the room
19437,,empire building
19438,,anything
19439,,unpopular managers
19440,,teams
19441,,the world
19442,,some communication difficulties
19443,,some teams
19444,,internal feedback
19445,,experience
19446,,devs
19447,,you
19448,,the wrong store
19449,,bad leadership team
19450,,you
19451,,good experience
19452,,the work
19453,,there
19454,,you
19455,,the store
19456,,projects
19457,,progress
19458,,projects
19459,,larger corporate culture
19460,,salary
19461,,little
19462,,some other big tech companies
19463,,amazon
19464,,google
19465,,culture
19466,,times
19467,,bit
19468,,some teams
19469,,large legacy codebase
19470,,compatibility
19471,,some managers
19472,,salary
19473,,little
19474,,some other big tech companies
19475,,amazon
19476,,google
19477,,culture
19478,,times
19479,,bit
19480,,some teams
19481,,large legacy codebase
19482,,compatibility
19483,,some managers
19484,,the other hand
19485,,single
19486,,time
19487,,
19488,,this
19489,,me
19490,,job
19491,,friend
19492,,some
19493,,the people
19494,,all the wrong reasons
19495,,there
19496,,feeling
19497,,you
19498,,the team
19499,,20 years
19500,,you
19501,,them
19502,,stance
19503,,
19504,,the
19505,,1980
19506,,lot
19507,,bs
19508,,middle management
19509,,lot
19510,,work
19511,,him
19512,,this
19513,,team
19514,,reorgs
19515,,layoffs
19516,,
19517,,these things
19518,,systems
19519,,you
19520,,management
19521,,you
19522,,new culture
19523,,fear
19524,,no one
19525,,risks
19526,,expectation
19527,,personal life
19528,,career
19529,,complex
19530,,org structure
19531,,pace
19532,,innovation
19533,,periods
19534,,org
19535,,changes
19536,,morale
19537,,culture
19538,,other top tech companies game
19539,,thrones politics
19540,,higher levels
19541,,culture
19542,,other top tech companies game
19543,,thrones politics
19544,,higher levels
19545,,big company
19546,,it
19547,,there
19548,,you
19549,,the political
19550,,promotion opportunity
19551,,salary
19552,,creativity
19553,,management changes
19554,,transparency
19555,,an issue
19556,,bad
19557,,bad culture
19558,,surface
19559,,some inconsistencies
19560,,expectations
19561,,the same job
19562,,internal leadership politics
19563,,engineering constraints
19564,,cross divisional alignment
19565,,it
19566,,high quality products
19567,,culture
19568,,company
19569,,this size
19570,,the titanic
19571,,it
19572,,time
19573,,
19574,,it
19575,,the ranks
19576,,
19577,,there
19578,,
19579,,management
19580,,
19581,,the job
19582,,
19583,,it
19584,,you
19585,,cloud service
19586,,yourself
19587,,these
19588,,the
19589,,the company
19590,,the testers
19591,,the devs
19592,,the slack
19593,,we
19594,,all devops
19595,,all
19596,,we
19597,,the price
19598,,calls
19599,,you
19600,,the pressure
19601,,none
19602,,you
19603,,compensation
19604,,fair
19605,,no training
19606,,development
19607,,politics
19608,,politics
19609,,politics
19610,,lower chances
19611,,movement
19612,,work
19613,,the holidays
19614,,no set schedule
19615,,lack
19616,,strong management capabilities
19617,,senior leadership
19618,,poor behaviors
19619,,bad managers
19620,,manager
19621,,job
19622,,unto
19623,,90
19624,,mediocre mid mgmt
19625,,best
19626,,vision
19627,,cons
19628,,not really
19629,,any cons
19630,,cultural change
19631,,more time
19632,,many reorgs
19633,,position
19634,,they
19635,,some assistance
19636,,another job
19637,,position
19638,,reorg
19639,,you
19640,,too much
19641,,tape
19642,,even small projects
19643,,transition
19644,,redmond
19645,,large company
19646,,it
19647,,the impact
19648,,you
19649,,
19650,,large entity
19651,,nothing
